geneName,fullGeneName,Genename,Defline,Description,piDeprived,piReplete,log2FC,pvalue
Cre01.g013400,Cre01.g013400.t1.2,,"","",37,28,0.402098443571346,0.107269597004089
Cre01.g013500,Cre01.g013500.t1.1,,"","",138,43,1.68225970207607,1.24789067967868e-13
Cre01.g013550,Cre01.g013550.t1.2,_,"protein of unknown function conserved in Volvox","no clear homologue but Vista shows Volvox homology; model is uncertain (2 genes ?); similarity in C-terminal part with Leu-rich repeat found in Smc FEZ1, myosin tail domains",48,54,-0.169925001442312,0.310383834398558
Cre01.g013600,Cre01.g013600.t1.2,,"","",74,85,-0.199937570508752,0.213919905562516
Cre01.g013700,Cre01.g013700.t1.1,,"","",1674,2908,-0.796727741369251,2.48242446043053e-75
Cre01.g013750,Cre01.g013750.t1.2,,"","",63,57,0.144389909335175,0.261495491944997
Cre01.g013769,Cre01.g013769.t1.1,,"","",21,15,0.485426827170242,0.121492477017455
Cre01.g013800,Cre01.g013800.t1.2,,"","",27,25,0.111031312388744,0.33890431957123
Cre01.g013801,Cre01.g013801.t1.1,_,"tocopherol cyclase","tocopherol cyclase, TCY also known as SXD1",80,85,-0.0874628412503394,0.377802937659171
Cre01.g013850,Cre01.g013850.t1.2,,"","",28,28,0,0.446926547417511
Cre01.g013900,Cre01.g013900.t1.2,,"","",341,249,0.453625996956091,6.24755358396012e-05
Cre01.g013950,Cre01.g013950.t1.2,,"","",70,51,0.456857674973471,0.0342968190603072
Cre01.g014000,Cre01.g014000.t1.1,,"","",896,1420,-0.66432029233444,4.92846287809554e-28
Cre01.g014050,Cre01.g014050.t1.1,,"","",181,215,-0.248346962506255,0.0485655881127582
Cre01.g014150,Cre01.g014150.t1.1,MFT5,"MATE efflux family protein","_",58,26,1.15754127698648,0.000133225543486049
Cre01.g014250,Cre01.g014250.t1.2,,"","",57,60,-0.0740005814437769,0.426704222947781
Cre01.g014350,Cre01.g014350.t1.1,PRX5,"Peroxiredoxin, type II","Peroxiredoxin Type II, thioredoxin dependent peroxidase, N-terminal sequence predicted as a mitochondrial targeting signal BUT the protein is more closely related to chloroplastic type II PRX from Arabidopsis (AtPRXIIE).",1161,671,0.790983300665383,0
Cre01.g014400,Cre01.g014400.t1.2,,"","",84,46,0.868755466721747,0.000285761351602742
Cre01.g014450,Cre01.g014450.t1.2,,"","",38,28,0.440572591385981,0.0876428972215177
Cre01.g014500,Cre01.g014500.t1.2,,"","",44,29,0.601450623509725,0.0301850186699643
Cre01.g014600,Cre01.g014600.t1.1,,"","",242,173,0.48423500963787,0.000286907095638389
Cre01.g014650,Cre01.g014650.t1.1,,"","",258,135,0.934411658372423,1.41832323663493e-10
Cre01.g014700,Cre01.g014700.t1.1,,"","",97,86,0.17364808748503,0.187545811196311
Cre01.g014800,Cre01.g014800.t1.2,,"","",33,27,0.289506617194985,0.183147003351645
Cre01.g014850,Cre01.g014850.t1.1,,"","",71,75,-0.0790715709911988,0.402010182256887
Cre01.g014900,Cre01.g014900.t1.2,,"","",24,17,0.497499659470817,0.1055117988044
Cre01.g014950,Cre01.g014950.t1.2,,"","",45,29,0.633872101202103,0.0236964877520259
Cre01.g015000,Cre01.g015000.t1.1,AGK1,"Acetylglutamate kinase-like protein","second step of ornithine biosynthesis pathway; negatively regulated by Arg, and probably activated by the PII homolog GLB1 || Acetylglutamate kinase-like protein, chloroplast precursor",444,483,-0.121463512485667,0.105988758230487
Cre01.g015050,Cre01.g015050.t1.2,,"","",23,22,0.0641303374197156,0.382995912122396
Cre01.g015100,Cre01.g015100.t1.2,,"","",50,35,0.514573172829758,0.0410271497937434
Cre01.g015103,Cre01.g015103.t1.1,,"","",28,26,0.106915203916512,0.341744614117669
Cre01.g015150,Cre01.g015150.t1.1,,"","",36,33,0.125530882083859,0.315228245893399
Cre01.g015250,Cre01.g015250.t1.1,POLD1,"DNA polymerase delta subunit one","Homologous to eukaryotic DNA polymerase delta catalytic subunit; Replication polymerase. Class B polymerase.",46,22,1.06413033741972,0.00109312158884312
Cre01.g015350,Cre01.g015350.t1.1,POR,"Light-dependent protochlorophyllide reductase","Light-dependent protochlorophyllide reductase, chloroplast precursor; Converts protochlorophyllide to chlorophyllide using NADPH and light as the reductant; Chlamydomonas mutant known as pc-1 has a two-nucleotide deletion within the fourth and fifth codons of this gene giving rise to a premature termination [PMID: 8616232; identical to U36752]",3158,2426,0.380431620739727,0
Cre01.g015400,Cre01.g015400.t1.1,,"","",96,99,-0.0443941193584534,0.443080892565198
Cre01.g015500,Cre01.g015500.t1.1,,"","",523,336,0.638349713468181,5.97755178688431e-11
Cre01.g015550,Cre01.g015550.t1.2,,"","",47,34,0.467126010427298,0.0596368341558825
Cre01.g015600,Cre01.g015600.t1.2,,"","",30,89,-1.56884283535788,2.84414342539195e-08
Cre01.g015650,Cre01.g015650.t1.1,,"","",33,10,1.72246602447109,8.5077587300475e-05
Cre01.g015700,Cre01.g015700.t1.1,,"","",35,32,0.129283016944966,0.312703414470824
Cre01.g015750,Cre01.g015750.t1.1,,"","",181,176,0.040414268445908,0.37543715574847
Cre01.g015800,Cre01.g015800.t1.1,,"","",50,42,0.251538766995964,0.174070645159603
Cre01.g015850,Cre01.g015850.t1.1,FAP68,"Flagellar Associated Protein","Flagellar Associated Protein; found in the flagellar proteome [PMID: 15998802]; in basal body proteome as BUG17 [PMID: 15964273]. Transcript upregulated during flagellar regeneration [PMID: 15738400]",964,571,0.755542400867119,0
Cre01.g015900,Cre01.g015900.t1.1,,"","",53,85,-0.681470481574503,0.00404167736159595
Cre01.g015950,Cre01.g015950.t1.1,CPL11,"translation factor","Conserved expressed organellar protein involved in translation; putative translation factor (SUA5); found in plants and cyanobacteria",335,326,0.0392891311140573,0.348670180290809
Cre01.g016050,Cre01.g016050.t1.1,PRP8,"Splicing factor, component of the U5 snRNP and of the spliceosome","Central component of the spliceosome, which may play a role in aligning the pre-mRNA 5' and 3' exons for ligation. Interacts with U5 snRNA, and with pre-mRNA 5' splice sites in B spliceosomes and 3' splice sites in C spliceosomes. Part of the U5 snRNP complex, and of U5.4/6 and U5.U4atac/U6atac snRNP complexes in U2- and U12-dependent spliceosomes, respectively.",230,239,-0.0553767570363734,0.35593388004476
Cre01.g016150,Cre01.g016150.t1.1,,"","",149,137,0.121136437501635,0.221061436265211
Cre01.g016200,Cre01.g016200.t1.2,,"","",27,18,0.584962500721156,0.0675782254228351
Cre01.g016300,Cre01.g016300.t1.1,,"","",814,677,0.26587296069125,0.000174284974864825
Cre01.g016350,Cre01.g016350.t1.1,,"","",35,25,0.485426827170242,0.0775009520016302
Cre01.g016400,Cre01.g016400.t1.2,,"","",361,321,0.169425539764868,0.0581782259524717
Cre01.g016500,Cre01.g016500.t1.2,,"","",847,1574,-0.894001666175288,2.62774234214445e-50
Cre01.g016504,Cre01.g016504.t1.1,DLD2,"dihydrolipoamide dehydrogenase","putative dihydrolipoamide dehydrogenase (EC 1.8.1.4), E3 component of pyruvate dehydrogenase complex, plastid precursor",248,436,-0.813988014390051,3.12278801424448e-13
Cre01.g016550,Cre01.g016550.t1.1,,"","",21,18,0.222392421336448,0.26119869024842
Cre01.g016700,Cre01.g016700.t1.2,,"","",36,33,0.125530882083859,0.315228245893399
Cre01.g016800,Cre01.g016800.t1.2,,"","",22,12,0.874469117916141,0.0288063364569098
Cre01.g016850,Cre01.g016850.t1.1,,"","",978,644,0.602773776837617,0
Cre01.g016900,Cre01.g016900.t1.1,,"","",2773,2954,-0.0912222097253105,0.00868707473854297
Cre01.g016950,Cre01.g016950.t1.1,,"","",146,139,0.0708834861565097,0.31783162701993
Cre01.g017000,Cre01.g017000.t1.1,,"","",64,47,0.445411148322363,0.0435445636118742
Cre01.g017050,Cre01.g017050.t1.1,,"","",152,121,0.329064276168991,0.0262896359994065
Cre01.g017100,Cre01.g017100.t1.2,_,"acetyltransferase/acyltransferase","contains putative acetyltransferase and acyltransferase domains; homologous to At1g54570 and to gi|92875776|gb|ABE83644.1| Esterase/lipase/thioesterase; Phospholipid/glycerol acyltransferase [Medicago truncatula]",58,25,1.21412480535285,7.72797053916197e-05
Cre01.g017200,Cre01.g017200.t1.1,,"","",38,35,0.118644496498619,0.319986465876971
Cre01.g017250,Cre01.g017250.t1.1,FKB99,"peptidyl-prolyl cis-trans isomerase, FKBP-type","2 (or 3?) N-terminal domains similar to FKBP-type peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8) (PPiase) (Rotamase); C-terminal TPR repeats; calmodulin-binding domain, nuclear localization signal; no clear orthologue in other organisms [PMID: 15701785]",44,49,-0.155278225477911,0.339266006826662
Cre01.g017300,Cre01.g017300.t1.1,PRPS21,"Plastid ribosomal protein S21","Chloroplast ribosomal protein S21, imported to chloroplast; Chloroplast small ribosomal subunit protein S21",1721,4149,-1.26951655983145,3.34330560723988e-227
Cre01.g017350,Cre01.g017350.t1.2,,"","",22,35,-0.669851398307669,0.0555805595519969
Cre01.g017400,Cre01.g017400.t1.2,,"","",34,26,0.387023123109247,0.122530416511473
Cre01.g017450,Cre01.g017450.t1.2,POLA2,"DNA polymerase alpha subunit two","Homologous to DNA polymerase alpha subunit B; Replication polymerase.",29,13,1.15754127698648,0.00395794866744836
Cre01.g017500,Cre01.g017500.t1.1,,"","",147,89,0.723938913869967,5.67739497816522e-05
Cre01.g017600,Cre01.g017600.t1.2,PQQ2,"putative quinoprotein","Presents motifs found on quinoproteins whose redox cofactor is a pyrrolo-quinoline quinone (PQQ); closely related to linked PPQ1 gene; most similar to bacterial quinoproteins; no orthologue found in Volvox",375,325,0.206450877467426,0.0269124613356096
Cre01.g017650,Cre01.g017650.t1.1,_,"conserved protein of unknown function","homologue in Volvox is highly similar, except for central region",518,321,0.690378800564251,3.26894067370631e-12
Cre01.g017700,Cre01.g017700.t1.2,,"","",2758,2219,0.313712789316969,9.2148511043888e-15
Cre01.g017750,Cre01.g017750.t1.2,,"","",24,18,0.415037499278844,0.139978119264469
Cre01.g017850,Cre01.g017850.t1.1,,"","",71,58,0.29176612437711,0.108780626919731
Cre01.g017900,Cre01.g017900.t1.2,,"","",40,27,0.567040592723894,0.0432186171367355
Cre01.g017950,Cre01.g017950.t1.1,,"","",25,26,-0.0565835283663674,0.5
Cre01.g018000,Cre01.g018000.t1.1,RPA12,"DNA-directed RNA polymerase I subunit","putative DNA-directed RNA polymerase I subunit A12.2, also called Rpa12p in yeast",73,63,0.212544635380101,0.172796282930443
Cre01.g018050,Cre01.g018050.t1.1,_,"NEF1-like protein","some similarity to NEF1 of Arabidopsis",55,39,0.495957494662411,0.0394877740005412
Cre01.g018087,Cre01.g018087.t1.2,,"","",40,30,0.415037499278844,0.0941081015115137
Cre01.g018100,Cre01.g018100.t1.1,,"","",59,46,0.359081093304828,0.085782348577121
Cre01.g018150,Cre01.g018150.t1.1,,"","",140,231,-0.722466024471091,1.3336110964985e-06
Cre01.g018200,Cre01.g018200.t1.2,,"","",28,23,0.283792966000591,0.200530995513969
Cre01.g018250,Cre01.g018250.t1.1,,"","",600,322,0.897901812381264,0
Cre01.g018350,Cre01.g018350.t1.1,,"","",159,101,0.654671472532561,0.000119470951534084
Cre01.g018400,Cre01.g018400.t1.2,,"","",52,26,1,0.00101557018708132
Cre01.g018450,Cre01.g018450.t1.2,_,"hypothetical protein","Conserved hypothetical protein",51,43,0.246160587269398,0.176664016235791
Cre01.g018500,Cre01.g018500.t1.2,_,"hypothetical protein","_",15,34,-1.18057224564182,0.00469962076193654
Cre01.g018550,Cre01.g018550.t1.2,,"","",29,28,0.0506260730699681,0.39568321388959
Cre01.g018600,Cre01.g018600.t1.1,,"","",343,98,1.8073549220576,0
Cre01.g018650,Cre01.g018650.t1.2,,"","",37,25,0.565597175854225,0.0489772202597537
Cre01.g018680,Cre01.g018680.t1.1,,"","",348,183,0.927243657564686,1.88626891883814e-13
Cre01.g018700,Cre01.g018700.t1.2,,"","",76,65,0.225559700415131,0.156106465828497
Cre01.g018750,Cre01.g018750.t1.1,,"","",86,61,0.495527417139212,0.0158227047090105
Cre01.g018800,Cre01.g018800.t1.1,ATP6,"F1F0 ATP synthase subunit 6","subunit 6 of the mitochondrial F1F0-ATP synthase; [= yeast and bovine ATPA subunit]; part of the F0 sector",2175,2264,-0.0578585572084292,0.0932794105692784
Cre01.g018850,Cre01.g018850.t1.1,,"","",67,34,0.978626349207433,0.000320624251084811
Cre01.g018900,Cre01.g018900.t1.1,,"","",84,50,0.748461233004036,0.00118591177322225
Cre01.g018950,Cre01.g018950.t1.1,DHS1,"deoxypusine synthase 1","transfers the aminobutyl moiety of spermidine to a specific lysine residue of eIF5A, forming deoxyhypusine (PMID: 17476569); deoxypusine will then be hydroxylated to generate the unusual aminoacid hypusine; an important mechanism controlling cell proliferation and growth (PMID: 16600425)",108,65,0.732519689135014,0.000386799027021212
Cre01.g019000,Cre01.g019000.t1.1,,"","",55,56,-0.0259952085329446,0.5
Cre01.g019100,Cre01.g019100.t1.1,,"","",37,43,-0.216811389073148,0.288215313094196
Cre01.g019200,Cre01.g019200.t1.2,NOP52,"nucleolar protein","RRP1-like protein (Protein NNP-1) (Novel nuclear protein 1); Nop52 is believed to be involved in the generation of 28S rRNA (PMID: 10341208)",37,33,0.165059246270496,0.275206255911235
Cre01.g019250,Cre01.g019250.t1.1,SNE1,"sugar nucleotide epimerase","homolog to Arabidopsis GDP-mannose-3',5'-epimerase (GME) (AT5G28840); PMID: 16366586",706,879,-0.316194981872224,7.64984926348197e-06
Cre01.g019300,Cre01.g019300.t1.2,,"","",21,20,0.070389327891398,0.377614328752315
Cre01.g019400,Cre01.g019400.t1.1,,"","",80,39,1.03652587602511,5.02893506698632e-05
Cre01.g019450,Cre01.g019450.t1.2,,"","",68,39,0.802060622388091,0.00176463601784327
Cre01.g019500,Cre01.g019500.t1.1,,"","",27,20,0.432959407276106,0.121480108641663
Cre01.g019550,Cre01.g019550.t1.1,,"","",174,8,4.44294349584873,0
Cre01.g019600,Cre01.g019600.t1.1,_,"hypothetical protein","_",533,508,0.0693070359870099,0.210174550780501
Cre01.g019650,Cre01.g019650.t1.2,_,"hypothetical protein","Hypothetical protein of unknown function",63,82,-0.380272081118167,0.0673427015904882
Cre01.g019750,Cre01.g019750.t1.2,,"","",72,54,0.415037499278844,0.0450614329228664
Cre01.g019850,Cre01.g019850.t1.2,,"","",118,114,0.0497530351970997,0.37139529105062
Cre01.g019900,Cre01.g019900.t1.1,,"","",179,118,0.601172727902415,0.000153185046536386
Cre01.g020150,Cre01.g020150.t1.2,,"","",16,16,0,0.43002503295429
Cre01.g020250,Cre01.g020250.t1.1,APG6,"Autophagy protein","Expressed Protein. Conserved protein similar to Apg6p/Vps30p/Beclin-like proteins involved in autophagy and related processes.",32,20,0.678071905112638,0.0351971105335311
Cre01.g020300,Cre01.g020300.t1.1,SDH4,"Succinate dehydrogenase subunit D","Succinate dehydrogenase (Complex II) subunit D, probably mitochondrial; subunit 4 of mitochondrial electron transport chain complex II (succinate dehydrogenase EC 1.3.99.1) [PMID: 15710684]",1285,1618,-0.332443248348737,3.44771581916761e-10
Cre01.g020350,Cre01.g020350.t1.1,,"","",1398,1573,-0.17015431004025,0.00070381613702441
Cre01.g020400,Cre01.g020400.t1.1,,"","",62,69,-0.154328146391294,0.300147308855134
Cre01.g020600,Cre01.g020600.t1.1,,"","",106,78,0.442518235700951,0.0161212117179694
Cre01.g020650,Cre01.g020650.t1.2,,"","",63,52,0.276840205358824,0.131526978771468
Cre01.g020750,Cre01.g020750.t1.1,,"","",56,46,0.283792966000591,0.138006946246251
Cre01.g020751,Cre01.g020751.t1.1,,"","",52,28,0.893084796083488,0.00243407707477972
Cre01.g020800,Cre01.g020800.t1.1,,"","",638,428,0.575945627363723,4.48271419983826e-11
Cre01.g020887,Cre01.g020887.t1.1,PREP1,"presequence protease","Zn metalloprotease, M16C family; Arabidopsis orthologues are dually-targeted to chloroplast and mitochondrion (PMID: 17081117); degrades cTP and mTP cleaved off pre-proteins during organellar import, in a large catalytic chamber (PMID: 16601675)",26,23,0.176877762084079,0.284086206424582
Cre01.g020900,Cre01.g020900.t1.2,,"","",469,329,0.511500338780135,2.80831845111962e-07
Cre01.g020950,Cre01.g020950.t1.1,,"","",103,140,-0.442782489761748,0.0103652315172258
Cre01.g021000,Cre01.g021000.t1.2,,"","",25,24,0.0588936890535686,0.387724827340783
Cre01.g021050,Cre01.g021050.t1.1,TIM22A,"mitochondrial inner membrane translocase","Mitochondrial import inner membrane translocase subunit of 22 kDa, belongs to TIM17/TIM22/TIM23 family. Four TIM22-related proteins are present in Arabidopsis, three in Chlamydomonas",69,101,-0.549687025973626,0.00858434867257944
Cre01.g021173,Cre01.g021173.t1.1,,"","",146,118,0.307181509518176,0.0370446821429137
Cre01.g021200,Cre01.g021200.t1.1,CGL47,"predicted protein","Conserved protein with F-box domain",22,11,1,0.0175410166848451
Cre01.g021250,Cre01.g021250.t1.2,ARG7,"Argininosuccinate lyase","Argininosuccinate lyase (Argininosuccinase) (ASL). Last enzyme in arginine biosynthetic pathway. arg7 mutants require exogenous arginine. Genetic locus maps to right arm of linkage group I [PMID: 2583083; PMID: 10071206]",241,295,-0.291681808019242,0.0109884915430125
Cre01.g021350,Cre01.g021350.t1.1,,"","",144,165,-0.196397212803503,0.127591667942061
Cre01.g021400,Cre01.g021400.t1.1,,"","",45,48,-0.0931094043914815,0.417923067315742
Cre01.g021450,Cre01.g021450.t1.2,TPR4,"predicted chloroplast-targeted protein","TPR protein with similarity to Arabidopsis At4g37460 and rice BAC80093. Predicted chloroplast targeting.",33,31,0.0901978089715781,0.353990377067382
Cre01.g021500,Cre01.g021500.t1.2,,"","",150,95,0.658963082164933,0.000163857620105512
Cre01.g021550,Cre01.g021550.t1.2,,"","",20,18,0.15200309344505,0.313551285078575
Cre01.g021600,Cre01.g021600.t1.1,,"","",248,188,0.399607458709238,0.00171892767627957
Cre01.g021650,Cre01.g021650.t1.1,,"","",84,130,-0.630050390249694,0.00101285565288172
Cre01.g021700,Cre01.g021700.t1.2,CYG36,"guanylate cyclase","Large protein with C-terminal domain similar to guanylate cyclase [Aedes aegypti]",58,68,-0.229481846122767,0.21139556707294
Cre01.g021750,Cre01.g021750.t1.1,,"","",54,44,0.295455883526171,0.133202797205596
Cre01.g022100,Cre01.g022100.t1.1,,"","",61,41,0.573185332944803,0.0185333837192803
Cre01.g022150,Cre01.g022150.t1.1,KCN3,"voltage-gated K+ channel, alpha subunit","Voltage-dependent 1-domain potassium channel (Shaker-like), alpha subunit; P-loop contains conserved motif for K+ selectivity",94,50,0.910732661902913,7.86044268815678e-05
Cre01.g022200,Cre01.g022200.t1.1,,"","",93,62,0.584962500721156,0.00496633419168602
Cre01.g022250,Cre01.g022250.t1.2,MRPL3,"mitochondrial ribosomal protein L3","Putative mitochondrial ribosomal protein L3, imported to mitochondria",38,75,-0.980891177052295,0.000320384094174044
Cre01.g022350,Cre01.g022350.t1.1,,"","",18,26,-0.53051471669878,0.145607618272947
Cre01.g022462,Cre01.g022462.t1.1,,"","",30,17,0.819427754358179,0.0199930284130262
Cre01.g022500,Cre01.g022500.t1.1,MME5,"NADP malic enzyme","Malic Enzyme, NADP-dependent; malate dehydrogenase, decarboxylating (EC 1.1.1.40); based on similarity to mouse NADP malic enzyme (GenBank AAH80660); likely mitochondrial targeting, based on Target-P prediction and homology",50,62,-0.310340120612151,0.149296426416423
Cre01.g022550,Cre01.g022550.t1.2,,"","",42,20,1.0703893278914,0.0015780301255105
Cre01.g022600,Cre01.g022600.t1.2,CGL13,"Conserved expressed protein","_",72,71,0.0201778819376303,0.433624953548803
Cre01.g022650,Cre01.g022650.t1.1,_,"beta-ureidopropionase","beta-Alanine synthase, involved in catabolism of pyrimidines; belongs to Carbon-nitrogen hydrolase family",197,174,0.179108323607648,0.106350652679736
